2.4991e-05,7.1483e-06,4.4813e-06,-1.5355e-06,5.9546e-06,1.199e-05,-6.848e-07,1.6087e-05,-1.4178e-06,4.403e-06,5.3803e-06,4.1634e-07,4.7826e-06,9.0906e-06,2.8627e-06,6.6566e-07,-2.0159e-06,2.5908e-06,4.1551e-06,-6.7061e-06,2.4892e-06,7.9959e-06,6.7546e-06,-3.511e-06
7.1483e-06,9.9183e-06,3.8585e-06,6.3871e-07,4.0965e-06,6.8008e-06,-6.7759e-07,9.5825e-06,-6.1966e-07,2.6376e-06,4.6443e-06,3.4329e-06,3.487e-06,4.557e-06,1.0248e-06,1.1321e-07,-1.0517e-06,-2.8206e-08,3.4262e-06,-2.4446e-06,1.0438e-06,3.5879e-06,5.136e-06,-6.5114e-07
4.4813e-06,3.8585e-06,1.2952e-05,-1.1892e-06,5.7568e-06,9.7673e-06,6.2648e-06,1.1501e-05,-1.8162e-06,3.8099e-06,1.0957e-05,7.3107e-06,9.7316e-06,9.9864e-06,2.8076e-06,-4.4275e-06,-2.7499e-06,-5.9484e-07,7.2699e-06,-4.9675e-06,-4.097e-06,2.3485e-06,6.23e-06,4.6486e-06
-1.5355e-06,6.3871e-07,-1.1892e-06,3.8802e-06,-5.8229e-07,-1.4902e-06,-2.6596e-06,-3.2954e-06,4.0068e-08,-4.3872e-07,-1.8237e-06,8.4006e-07,-2.5241e-06,-2.0735e-06,-9.4215e-07,1.9909e-06,1.1119e-06,-1.6412e-06,-1.5086e-06,3.4675e-06,1.2009e-06,-9.3862e-07,-9.9896e-07,-6.8638e-07
5.9546e-06,4.0965e-06,5.7568e-06,-5.8229e-07,7.9958e-06,8.9581e-06,-1.9473e-07,1.2363e-05,-2.5766e-06,2.8826e-06,8.9546e-06,4.1064e-06,6.9482e-06,7.8277e-06,1.8403e-06,-1.5107e-06,-1.7431e-06,4.5014e-07,3.1344e-06,-2.8272e-06,-1.831e-06,3.0454e-06,5.0785e-06,1.3376e-06
1.199e-05,6.8008e-06,9.7673e-06,-1.4902e-06,8.9581e-06,2.1383e-05,2.7141e-06,1.9525e-05,-2.6491e-06,5.3488e-06,1.4606e-05,7.8335e-06,1.1894e-05,1.7403e-05,3.9566e-06,-3.7025e-06,-3.7057e-06,2.5145e-07,7.6619e-06,-4.7156e-06,-2.6422e-06,6.0634e-06,9.8175e-06,3.106e-06
-6.848e-07,-6.7759e-07,6.2648e-06,-2.6596e-06,-1.9473e-07,2.7141e-06,2.1656e-05,-1.1979e-09,-4.4464e-08,2.3562e-06,6.2733e-06,6.6143e-06,7.3796e-06,6.1305e-06,2.906e-06,-6.0986e-06,-3.6668e-07,-1.307e-06,8.7129e-06,-3.3561e-06,-3.3636e-07,3.8774e-07,2.8059e-06,7.4261e-06
1.6087e-05,9.5825e-06,1.1501e-05,-3.2954e-06,1.2363e-05,1.9525e-05,-1.1979e-09,3.5089e-05,-3.1504e-06,6.472e-06,1.6465e-05,4.7855e-06,1.3489e-05,1.3314e-05,4.2562e-06,-3.4049e-06,-4.9969e-06,4.6791e-06,6.9912e-06,-1.0649e-05,-4.3539e-06,9.8886e-06,1.1346e-05,-2.6171e-07
-1.4178e-06,-6.1966e-07,-1.8162e-06,4.0068e-08,-2.5766e-06,-2.6491e-06,-4.4464e-08,-3.1504e-06,1.4502e-05,-1.1331e-06,-2.6515e-06,-2.6854e-06,-3.9781e-06,-3.3436e-06,2.0368e-07,1.1614e-06,4.3566e-07,1.4745e-06,1.8172e-07,1.0603e-06,4.1334e-06,9.5174e-07,-7.9431e-07,-2.0752e-06
4.403e-06,2.6376e-06,3.8099e-06,-4.3872e-07,2.8826e-06,5.3488e-06,2.3562e-06,6.472e-06,-1.1331e-06,3.9818e-06,4.6591e-06,3.6195e-06,4.5208e-06,5.3323e-06,1.2607e-06,-1.4284e-06,-1.0766e-06,-3.3777e-07,3.3309e-06,-1.8689e-06,-7.4616e-07,1.8975e-06,3.1567e-06,1.3568e-06
5.3803e-06,4.6443e-06,1.0957e-05,-1.8237e-06,8.9546e-06,1.4606e-05,6.2733e-06,1.6465e-05,-2.6515e-06,4.6591e-06,2.028e-05,9.5196e-06,1.3774e-05,1.5097e-05,4.8488e-06,-6.9238e-06,-3.0141e-06,-9.8604e-07,8.7924e-06,-6.4689e-06,-6.1676e-06,3.0621e-06,6.8849e-06,6.6171e-06
4.1634e-07,3.4329e-06,7.3107e-06,8.4006e-07,4.1064e-06,7.8335e-06,6.6143e-06,4.7855e-06,-2.6854e-06,3.6195e-06,9.5196e-06,1.7874e-05,8.8383e-06,1.1434e-05,2.6434e-06,-4.7308e-06,-5.3634e-07,-4.1604e-06,8.1376e-06,3.1935e-07,-4.7686e-06,-6.6821e-07,4.5929e-06,6.8172e-06
4.7826e-06,3.487e-06,9.7316e-06,-2.5241e-06,6.9482e-06,1.1894e-05,7.3796e-06,1.3489e-05,-3.9781e-06,4.5208e-06,1.3774e-05,8.8383e-06,1.4007e-05,1.3272e-05,3.7086e-06,-6.4111e-06,-3.137e-06,-9.792e-07,8.4368e-06,-6.1473e-06,-6.5459e-06,2.1194e-06,7.0857e-06,6.8216e-06
9.0906e-06,4.557e-06,9.9864e-06,-2.0735e-06,7.8277e-06,1.7403e-05,6.1305e-06,1.3314e-05,-3.3436e-06,5.3323e-06,1.5097e-05,1.1434e-05,1.3272e-05,2.8398e-05,4.4344e-06,-5.6388e-06,-2.8494e-06,-3.2421e-06,9.4568e-06,-1.9015e-06,-5.1656e-06,3.5136e-06,1.0252e-05,6.4467e-06
2.8627e-06,1.0248e-06,2.8076e-06,-9.4215e-07,1.8403e-06,3.9566e-06,2.906e-06,4.2562e-06,2.0368e-07,1.2607e-06,4.8488e-06,2.6434e-06,3.7086e-06,4.4344e-06,5.6501e-06,-2.0345e-06,-8.4591e-08,-2.9886e-07,3.7285e-06,-2.3586e-06,-1.185e-06,2.1208e-06,1.5502e-06,1.8761e-06
6.6566e-07,1.1321e-07,-4.4275e-06,1.9909e-06,-1.5107e-06,-3.7025e-06,-6.0986e-06,-3.4049e-06,1.1614e-06,-1.4284e-06,-6.9238e-06,-4.7308e-06,-6.4111e-06,-5.6388e-06,-2.0345e-06,8.7216e-06,1.0663e-06,1.0589e-06,-5.039e-06,4.1254e-06,4.8957e-06,4.2379e-08,-1.9738e-06,-4.7856e-06
-2.0159e-06,-1.0517e-06,-2.7499e-06,1.1119e-06,-1.7431e-06,-3.7057e-06,-3.6668e-07,-4.9969e-06,4.3566e-07,-1.0766e-06,-3.0141e-06,-5.3634e-07,-3.137e-06,-2.8494e-06,-8.4591e-08,1.0663e-06,6.8863e-06,-4.8236e-07,-3.1287e-06,2.5246e-06,2.5042e-06,-1.0467e-06,-4.3317e-06,-8.5955e-07
2.5908e-06,-2.8206e-08,-5.9484e-07,-1.6412e-06,4.5014e-07,2.5145e-07,-1.307e-06,4.6791e-06,1.4745e-06,-3.3777e-07,-9.8604e-07,-4.1604e-06,-9.792e-07,-3.2421e-06,-2.9886e-07,1.0589e-06,-4.8236e-07,8.1706e-06,-1.2062e-06,-2.0596e-06,8.4356e-07,1.9685e-06,3.7786e-07,-3.098e-06
4.1551e-06,3.4262e-06,7.2699e-06,-1.5086e-06,3.1344e-06,7.6619e-06,8.7129e-06,6.9912e-06,1.8172e-07,3.3309e-06,8.7924e-06,8.1376e-06,8.4368e-06,9.4568e-06,3.7285e-06,-5.039e-06,-3.1287e-06,-1.2062e-06,1.3376e-05,-3.8693e-06,-5.089e-06,2.0952e-06,5.9511e-06,5.1407e-06
-6.7061e-06,-2.4446e-06,-4.9675e-06,3.4675e-06,-2.8272e-06,-4.7156e-06,-3.3561e-06,-1.0649e-05,1.0603e-06,-1.8689e-06,-6.4689e-06,3.1935e-07,-6.1473e-06,-1.9015e-06,-2.3586e-06,4.1254e-06,2.5246e-06,-2.0596e-06,-3.8693e-06,2.4972e-05,1.6697e-06,-4.1098e-06,-5.3609e-06,-5.4554e-08
2.4892e-06,1.0438e-06,-4.097e-06,1.2009e-06,-1.831e-06,-2.6422e-06,-3.3636e-07,-4.3539e-06,4.1334e-06,-7.4616e-07,-6.1676e-06,-4.7686e-06,-6.5459e-06,-5.1656e-06,-1.185e-06,4.8957e-06,2.5042e-06,8.4356e-07,-5.089e-06,1.6697e-06,2.6581e-05,3.0623e-06,-8.495e-08,-3.8741e-06
7.9959e-06,3.5879e-06,2.3485e-06,-9.3862e-07,3.0454e-06,6.0634e-06,3.8774e-07,9.8886e-06,9.5174e-07,1.8975e-06,3.0621e-06,-6.6821e-07,2.1194e-06,3.5136e-06,2.1208e-06,4.2379e-08,-1.0467e-06,1.9685e-06,2.0952e-06,-4.1098e-06,3.0623e-06,7.5503e-06,3.2906e-06,-1.6643e-06
6.7546e-06,5.136e-06,6.23e-06,-9.9896e-07,5.0785e-06,9.8175e-06,2.8059e-06,1.1346e-05,-7.9431e-07,3.1567e-06,6.8849e-06,4.5929e-06,7.0857e-06,1.0252e-05,1.5502e-06,-1.9738e-06,-4.3317e-06,3.7786e-07,5.9511e-06,-5.3609e-06,-8.495e-08,3.2906e-06,1.9194e-05,1.4371e-06
-3.511e-06,-6.5114e-07,4.6486e-06,-6.8638e-07,1.3376e-06,3.106e-06,7.4261e-06,-2.6171e-07,-2.0752e-06,1.3568e-06,6.6171e-06,6.8172e-06,6.8216e-06,6.4467e-06,1.8761e-06,-4.7856e-06,-8.5955e-07,-3.098e-06,5.1407e-06,-5.4554e-08,-3.8741e-06,-1.6643e-06,1.4371e-06,8.3532e-06
