3.1443e-05,7.3546e-06,1.9382e-05,-6.9634e-06,3.1458e-05,3.7756e-05,4.4427e-06,4.6781e-05,1.6735e-06,1.5032e-05,2.8891e-05,2.0389e-05,2.2879e-05,3.4918e-05,-2.9191e-06,1.0824e-06,-2.9818e-06,1.8958e-05,1.5905e-05,1.0602e-05,-8.169e-06,1.8964e-05,1.6087e-05,6.706e-07
7.3546e-06,7.8057e-06,6.3592e-06,-2.6851e-06,1.3305e-05,1.443e-05,1.7372e-06,1.9345e-05,6.3411e-07,6.6234e-06,1.15e-05,1.0618e-05,1.0019e-05,1.4222e-05,1.1547e-07,1.2108e-06,-1.4012e-06,7.5994e-06,6.2016e-06,6.2652e-06,-9.9147e-07,7.8462e-06,7.9645e-06,1.6639e-06
1.9382e-05,6.3592e-06,3.5993e-05,-7.4657e-06,3.9023e-05,3.3583e-05,7.7414e-06,5.2069e-05,5.7034e-06,1.6832e-05,3.1538e-05,2.2804e-05,2.8864e-05,3.5122e-05,-3.0955e-06,4.3454e-06,-6.308e-06,2.0175e-05,1.5118e-05,1.7839e-05,-1.1683e-06,2.1718e-05,1.9684e-05,5.7731e-06
-6.9634e-06,-2.6851e-06,-7.4657e-06,5.2805e-06,-1.5997e-05,-1.3859e-05,-2.2273e-06,-2.1536e-05,-1.4546e-06,-6.528e-06,-1.3414e-05,-8.7999e-06,-1.234e-05,-1.5226e-05,1.6226e-06,5.4399e-08,1.3629e-06,-8.7103e-06,-5.5098e-06,-6.8413e-06,2.308e-06,-8.3193e-06,-7.5572e-06,-1.5707e-06
3.1458e-05,1.3305e-05,3.9023e-05,-1.5997e-05,7.6453e-05,6.1929e-05,1.2075e-05,9.6364e-05,8.1666e-06,3.1799e-05,5.8078e-05,4.339e-05,5.5006e-05,6.3922e-05,-6.2635e-06,5.1836e-06,-8.7207e-06,3.9234e-05,2.736e-05,3.5912e-05,-5.71e-06,4.0295e-05,3.5901e-05,1.2489e-05
3.7756e-05,1.443e-05,3.3583e-05,-1.3859e-05,6.1929e-05,8.3514e-05,1.0916e-05,9.3645e-05,3.9452e-06,2.9198e-05,5.5477e-05,4.2605e-05,4.3612e-05,6.6108e-05,-4.0627e-06,4.0844e-06,-1.0691e-05,3.5784e-05,2.7614e-05,2.5075e-05,-1.4062e-05,3.7369e-05,3.6712e-05,1.5972e-06
4.4427e-06,1.7372e-06,7.7414e-06,-2.2273e-06,1.2075e-05,1.0916e-05,1.2458e-05,1.6021e-05,1.6722e-06,6.2001e-06,8.7946e-06,6.4459e-06,8.7218e-06,1.1449e-05,-7.403e-07,2.2214e-06,7.7688e-07,6.5903e-06,5.0006e-06,5.9461e-06,2.5034e-06,7.652e-06,7.2135e-06,2.1433e-06
4.6781e-05,1.9345e-05,5.2069e-05,-2.1536e-05,9.6364e-05,9.3645e-05,1.6021e-05,0.00013827,9.4449e-06,4.1908e-05,8.1081e-05,6.0477e-05,7.081e-05,9.2573e-05,-7.5796e-06,3.9533e-06,-1.1672e-05,5.2423e-05,3.8163e-05,4.5918e-05,-1.2602e-05,5.4473e-05,5.0035e-05,9.9214e-06
1.6735e-06,6.3411e-07,5.7034e-06,-1.4546e-06,8.1666e-06,3.9452e-06,1.6722e-06,9.4449e-06,1.2796e-05,3.1678e-06,5.8696e-06,3.8954e-06,6.5897e-06,5.3099e-06,-1.0894e-06,1.4195e-06,-2.5379e-06,4.0809e-06,3.2526e-06,5.4886e-06,1.5915e-06,4.9962e-06,4.4585e-06,3.0696e-06
1.5032e-05,6.6234e-06,1.6832e-05,-6.528e-06,3.1799e-05,2.9198e-05,6.2001e-06,4.1908e-05,3.1678e-06,1.5642e-05,2.4608e-05,1.9612e-05,2.3556e-05,2.9398e-05,-2.5314e-06,3.4059e-06,-4.0679e-06,1.6719e-05,1.2253e-05,1.5222e-05,-2.5215e-06,1.8446e-05,1.663e-05,5.104e-06
