,0,1,2
385,-4.149999999999805,0.995078960331623,0.014361978027401705
386,-4.139999999999805,0.9949316989262157,0.014726144529044524
387,-4.129999999999805,0.9947807221108924,0.015097685621261788
388,-4.119999999999806,0.9946259551470151,0.015476700579315468
389,-4.109999999999806,0.9944673223026262,0.015863288735159162
390,-4.099999999999806,0.994304746852079,0.016257549457795006
391,-4.089999999999806,0.9941381510765807,0.016659582061772985
392,-4.0799999999998064,0.9939674562650901,0.0170694857720163
393,-4.069999999999807,0.9937925827148345,0.01748735976168877
394,-4.059999999999807,0.9936134497324759,0.017913303087352048
395,-4.049999999999807,0.9934299756357043,0.018347414646219338
396,-4.039999999999807,0.9932420777557174,0.01878979308757604
397,-4.0299999999998075,0.9930496724403315,0.019240536749538142
398,-4.019999999999808,0.9928526750566421,0.0196997437042518
399,-4.009999999999808,0.9926509999941315,0.02016751171305072
400,-3.999999999999808,0.9924445606684029,0.020643938163896314
401,-3.9899999999998084,0.9922332695256623,0.021129119996495492
402,-3.9799999999998086,0.9920170380479745,0.02162315362501232
403,-3.969999999999809,0.9917957767582284,0.0221261349670673
404,-3.959999999999809,0.9915693952254138,0.022638159412595275
405,-3.949999999999809,0.9913378020706074,0.02315932175291687
406,-3.9399999999998094,0.9911009049736389,0.023689716112789555
407,-3.9299999999998096,0.9908586106807071,0.02422943585527089
408,-3.91999999999981,0.9906108250117426,0.024778573607281244
409,-3.90999999999981,0.9903574528679302,0.02533722124336505
410,-3.8999999999998103,0.9900983982401687,0.025905469792181918
411,-3.8899999999998105,0.9898335642180652,0.026483409382895354
412,-3.8799999999998107,0.9895628529996796,0.027071129170276684
413,-3.869999999999811,0.9892861659014626,0.027668717315260626
414,-3.859999999999811,0.9890034033684789,0.028276260956479077
415,-3.8499999999998114,0.9887144649852427,0.028893846148986355
416,-3.8399999999998116,0.9884192494870689,0.029521557812760713
417,-3.8299999999998118,0.988117654772767,0.030159479598334746
418,-3.819999999999812,0.987809577917135,0.030807693906910287
419,-3.809999999999812,0.9874949151832266,0.03146628191290279
420,-3.7999999999998124,0.9871735620358563,0.03213532344030108
421,-3.7899999999998126,0.9868454131555616,0.03281489691677516
422,-3.779999999999813,0.9865103624528495,0.03350507934546474
423,-3.769999999999813,0.9861683030841256,0.034205946136443496
424,-3.7599999999998133,0.9858191274676112,0.03491757110822705
425,-3.7499999999998135,0.9854627272985919,0.03564002655438601
426,-3.7399999999998137,0.9850989935659572,0.03637338311453736
427,-3.729999999999814,0.9847278165693198,0.037117709716385276
428,-3.719999999999814,0.9843490859362266,0.03787307356655674
429,-3.7099999999998143,0.9839626906412632,0.038639539961150826
430,-3.6999999999998145,0.9835685190253523,0.03941717226651452
431,-3.6899999999998148,0.9831664588140118,0.040206032023122965
432,-3.679999999999815,0.9827563971368941,0.04100617881753338
433,-3.669999999999815,0.9823382205480893,0.04181767020602738
434,-3.6599999999998154,0.9819118150467943,0.04264056167793129
435,-3.6499999999998156,0.9814770660988434,0.04347490656946319
436,-3.639999999999816,0.9810338586587448,0.04432075601334129
437,-3.629999999999816,0.9805820771917578,0.045178158934383594
438,-3.6199999999998163,0.9801216056966169,0.04604716198513478
439,-3.6099999999998165,0.9796523277288571,0.04692780948550319
440,-3.5999999999998167,0.9791741264240074,0.04782014343619207
441,-3.589999999999817,0.9786868845225563,0.048724203341168025
442,-3.579999999999817,0.9781904843958775,0.04964002611196738
443,-3.5699999999998173,0.9776848080706356,0.05056764621950531
444,-3.5599999999998175,0.97716973725385,0.05150709562833054
445,-3.5499999999998177,0.9766451533591707,0.0524584036753338
446,-3.539999999999818,0.9761109375336172,0.053421597023613904
447,-3.529999999999818,0.975566970684621,0.0543966996319813
448,-3.5199999999998184,0.975013133506832,0.05538373277854981
449,-3.5099999999998186,0.9744493065117487,0.05638271477858368
450,-3.499999999999819,0.9738753700572202,0.05739366099686179
451,-3.489999999999819,0.973291204374833,0.05841658405978927
452,-3.4799999999998192,0.9726966895989777,0.05945149368687449
453,-3.4699999999998195,0.9720917057966733,0.0604983966153258
454,-3.4599999999998197,0.9714761329977942,0.061557296559574225
455,-3.44999999999982,0.9708498512252496,0.06262819421617195
456,-3.43999999999982,0.9702127405258095,0.06371108719897492
457,-3.4299999999998203,0.9695646810031657,0.06480596981589241
458,-3.4199999999998205,0.9689055528497476,0.06591283319311701
459,-3.4099999999998207,0.9682352363774619,0.06703166538287053
460,-3.399999999999821,0.9675536120501534,0.06816245119139683
461,-3.389999999999821,0.9668605605164513,0.06930517214024379
462,-3.3799999999998214,0.9661559626429375,0.07045980643415016
463,-3.3699999999998216,0.9654396995471182,0.07162632898061565
464,-3.359999999999822,0.9647116526317506,0.072804711254576
465,-3.349999999999822,0.9639717036198282,0.07399492123241307
466,-3.3399999999998222,0.9632197345883345,0.07519692351507443
467,-3.3299999999998224,0.9624556280024309,0.07641067928480412
468,-3.3199999999998226,0.9616792667503901,0.07763614623041877
469,-3.309999999999823,0.9608905341787777,0.07887327852262836
470,-3.299999999999823,0.9600893141276805,0.08012202680931016
471,-3.2899999999998233,0.9592754909655419,0.0813823382547884
472,-3.2799999999998235,0.9584489496266475,0.08265415627479351
473,-3.2699999999998237,0.957609575648064,0.08393742059126241
474,-3.259999999999824,0.9567572552042306,0.08523206746688557
475,-3.249999999999824,0.9558918751430999,0.08653802955031036
476,-3.2399999999998244,0.9550133230227268,0.0878552358312943
477,-3.2299999999998246,0.9541214871479967,0.08918361162676136
478,-3.219999999999825,0.9532162566074788,0.09052307856830533
479,-3.209999999999825,0.9522975213103814,0.09187355459201706
480,-3.199999999999825,0.9513651720233318,0.09323495395593615
481,-3.1899999999998254,0.9504191004078071,0.09460718717509801
482,-3.1799999999998256,0.9494591990577788,0.09599016100001849
483,-3.169999999999826,0.948485361536649,0.09738377848760096
484,-3.159999999999826,0.9474974824143435,0.0987879389854486
485,-3.1499999999998263,0.946495457304613,0.10020253811107507
486,-3.1399999999998265,0.945479182902379,0.10162746774735089
487,-3.1299999999998267,0.944448557021058,0.10306261604472525
488,-3.119999999999827,0.9434034786298093,0.10450786742890253
489,-3.109999999999827,0.9423438478907443,0.10596310260467812
490,-3.0999999999998273,0.9412695661959858,0.10742819857082163
491,-3.0899999999998276,0.940180536205049,0.10890302858807717
492,-3.0799999999998278,0.9390766618819735,0.11038746220399104
493,-3.069999999999828,0.9379578485319184,0.11188136530652648
494,-3.059999999999828,0.9368240028378947,0.11338460011051515
495,-3.0499999999998284,0.9356750328973936,0.11489702516786979
496,-3.0399999999998286,0.9345108482590531,0.11641849536387708
497,-3.029999999999829,0.9333313599590418,0.11794886194542234
498,-3.019999999999829,0.9321364805570576,0.11948797255956628
499,-3.0099999999998293,0.9309261241724229,0.12103567124376394
500,-2.9999999999998295,0.9297002065200588,0.12259179843816595
501,-2.9899999999998297,0.9284586449449913,0.12415619113219367
502,-2.97999999999983,0.9272013584575027,0.12572868280016844
503,-2.96999999999983,0.9259282677691232,0.12730910331730239
504,-2.9599999999998303,0.9246392953267487,0.1288972791469105
505,-2.9499999999998305,0.9233343653466292,0.1304930333536146
506,-2.9399999999998307,0.9220134038509182,0.13209618534692352
507,-2.929999999999831,0.9206763387010859,0.1337065511952229
508,-2.919999999999831,0.9193230996286594,0.13532394389265193
509,-2.9099999999998314,0.917953618269002,0.13694817305565724
510,-2.8999999999998316,0.9165678281940276,0.1385790450290407
511,-2.889999999999832,0.9151656649420896,0.14021636316883246
512,-2.879999999999832,0.9137470660506517,0.14185992756397398
513,-2.8699999999998322,0.9123119710901343,0.14350953491867602
514,-2.8599999999998325,0.910860321694328,0.14516497889590085
515,-2.8499999999998327,0.9093920615909871,0.1468260500992538
516,-2.839999999999833,0.9079071366328552,0.14849253602967905
517,-2.829999999999833,0.9064054948264496,0.15016422130979673
518,-2.8199999999998333,0.9048870863599413,0.15184088777415033
519,-2.8099999999998335,0.90335186363165,0.15352231440784597
520,-2.7999999999998337,0.9017997812780119,0.15520827739913465
521,-2.789999999999834,0.9002307962009993,0.15689855019435303
