0.039948,0.00014395,7.0156e-05,-8.0237e-05,6.4462e-05,4.9405e-05,-1.797e-05,7.6753e-05,-8.6591e-05,-8.1041e-05,3.1176e-05,0.00012141,3.4041e-05,-2.2078e-05,4.9212e-05,-9.3067e-05,-2.7718e-05,3.1178e-05,-8.3336e-05,0.00010559,8.0915e-05,2.2597e-05,6.0395e-05,-8.6877e-05,1.1426e-05,1.1977e-05,-3.2475e-05,4.1321e-05,3.6559e-05,0.00010116,-5.8948e-05,1.6024e-05,-0.00015287,2.7676e-05,0.00013801,-4.953e-05,-8.1321e-05,3.359e-05,1.4694e-05,-5.2028e-05,0.00011383,-5.1102e-06,-5.1873e-05,8.5592e-06,1.5481e-05,2.8054e-05,9.3702e-05,0.00014802,0.00013519,-9.4632e-05
0.00014395,0.039767,0.00010035,-0.00015243,1.2188e-05,4.86e-05,-1.9291e-05,3.3562e-05,-1.762e-07,0.00017716,-0.00014461,-0.00019745,-5.7321e-06,0.00014477,-0.00012146,8.6379e-05,-0.0001589,9.3722e-05,4.8961e-05,-7.0958e-05,-6.377e-05,-0.00017443,-3.8607e-05,-3.3511e-06,-2.9686e-05,-9.3358e-05,0.00016703,-7.7873e-05,-4.5246e-05,-3.0988e-05,-7.7778e-05,-6.3422e-05,0.00017387,-3.597e-06,-7.3671e-05,0.00020117,6.9612e-05,0.00011342,0.00014263,2.7868e-05,-7.7491e-05,-5.1819e-05,4.2308e-05,7.8313e-05,-2.2722e-05,-6.3075e-05,-7.7431e-05,-0.00011515,-0.00017941,-1.9134e-05
7.0156e-05,0.00010035,0.040027,0.00010909,-5.9443e-05,-6.0172e-05,4.0074e-05,-7.1441e-05,6.544e-05,9.6948e-06,1.7322e-05,5.5264e-05,-1.6502e-05,-4.0477e-05,-1.6038e-06,1.0141e-06,6.9012e-05,-5.7522e-05,1.589e-05,-2.3202e-05,-8.7788e-06,9.4709e-05,-3.1958e-05,5.4557e-05,-4.0047e-06,6.4043e-05,-4.8688e-05,-6.5094e-06,-5.1826e-06,-3.9973e-05,5.1718e-05,7.216e-05,-1.893e-05,-3.1437e-05,-1.4924e-05,-1.8745e-05,2.383e-05,-3.1634e-05,-0.00012958,7.2904e-05,-4.064e-05,-7.9876e-06,-3.5266e-05,7.2741e-06,-4.2157e-05,2.4111e-05,-8.4513e-05,-1.4445e-05,-4.5001e-05,5.3475e-05
-8.0237e-05,-0.00015243,0.00010909,0.039849,0.00010124,-2.1875e-05,5.5794e-05,0.00015724,-0.0001449,2.2027e-05,-0.00024575,-3.8889e-05,-1.2368e-06,-2.0645e-06,-7.0331e-05,1.214e-05,-0.00012662,9.6939e-05,-9.1754e-06,2.4331e-05,-1.4186e-05,-0.0001535,7.8546e-07,-2.8802e-05,1.5468e-05,-5.4976e-06,0.00010699,-3.7568e-05,3.7512e-05,9.5334e-05,-0.00016478,1.359e-05,8.5302e-06,5.9223e-05,8.7385e-05,2.9438e-05,6.1464e-06,1.1902e-05,8.0906e-05,9.6821e-05,4.1873e-05,3.5003e-05,-0.00010437,3.2131e-05,-1.3512e-05,-9.2099e-05,6.3187e-05,8.5327e-05,6.9101e-06,5.6481e-06
6.4462e-05,1.2188e-05,-5.9443e-05,0.00010124,0.040011,8.945e-06,2.7311e-05,-3.1453e-05,-7.4523e-06,-7.211e-05,4.7369e-05,-1.3315e-05,-4.1314e-05,4.9739e-06,1.2839e-05,3.2023e-06,-2.4529e-05,-0.00014458,3.7555e-06,-8.0288e-05,1.0936e-05,-8.6753e-06,2.2387e-05,7.8093e-05,-2.6122e-07,-2.7979e-05,9.9428e-06,-1.8337e-05,2.7713e-05,-4.7963e-05,7.4776e-05,1.4481e-05,2.1251e-05,-6.0039e-06,-3.8531e-05,-1.9386e-05,3.3489e-05,-2.3122e-05,3.0389e-05,4.0838e-05,-6.046e-05,2.8351e-05,4.7845e-06,-1.9094e-06,2.2593e-05,1.1063e-05,-3.2908e-05,-4.542e-05,-7.5451e-05,-3.6499e-06
4.9405e-05,4.86e-05,-6.0172e-05,-2.1875e-05,8.945e-06,0.040113,3.7026e-05,-2.2207e-05,9.3943e-06,-8.1409e-06,-4.6438e-05,2.1208e-06,-5.0015e-06,-1.5952e-05,1.0408e-06,1.3255e-06,2.0304e-05,-2.4945e-05,3.3716e-05,-2.2966e-05,1.2323e-05,1.6669e-07,-2.9725e-05,1.5266e-05,2.4471e-05,7.9666e-05,-2.8471e-05,4.6763e-05,1.2168e-06,-3.5104e-05,-2.4224e-05,4.2035e-05,2.4014e-05,-1.525e-05,1.1275e-05,-4.0965e-05,1.2593e-05,-4.7804e-05,-6.5983e-05,5.519e-05,-1.0449e-05,4.8443e-05,-2.6854e-05,3.555e-07,-2.707e-05,1.5202e-06,-1.5234e-05,-4.2912e-06,8.2148e-06,0.00010718
-1.797e-05,-1.9291e-05,4.0074e-05,5.5794e-05,2.7311e-05,3.7026e-05,0.04004,-2.4434e-05,5.3975e-05,1.7702e-05,7.9896e-05,-3.6564e-05,5.6652e-06,6.5361e-05,6.8951e-07,2.995e-05,-4.9031e-06,6.6047e-05,-4.0924e-05,3.3984e-05,-1.9021e-05,4.6388e-05,4.7537e-05,-8.561e-05,-5.0655e-05,-7.119e-05,1.6803e-05,9.2725e-06,-4.2889e-05,1.4155e-05,-2.2328e-05,-3.8102e-05,1.1639e-05,4.6181e-07,-5.214e-05,2.4843e-05,1.73e-05,5.3343e-05,5.2385e-05,-7.7784e-05,2.4714e-05,-8.1041e-05,7.356e-05,4.6758e-05,4.3133e-05,1.6403e-05,-3.9156e-05,1.6944e-05,5.7802e-05,-1.5291e-05
7.6753e-05,3.3562e-05,-7.1441e-05,0.00015724,-3.1453e-05,-2.2207e-05,-2.4434e-05,0.039976,0.00011818,6.8121e-05,6.395e-05,-5.0953e-05,7.7623e-05,-3.2271e-05,-2.5348e-05,-1.2739e-05,7.0314e-05,-6.4283e-05,0.00010624,8.4216e-06,-3.4238e-05,2.8313e-05,-2.7373e-05,2.1066e-05,1.1543e-05,5.1973e-05,-6.4583e-05,-1.7818e-05,-1.1166e-05,-0.00011816,9.4829e-05,1.3534e-05,4.3578e-05,-7.4901e-05,-7.322e-05,-1.8233e-05,-4.8558e-05,-2.8442e-05,-2.9394e-05,6.0243e-06,-1.7608e-05,1.8678e-05,2.0814e-05,-5.5184e-06,-8.0279e-05,1.1452e-05,-7.0426e-06,-0.00010271,-2.9915e-05,0.00014516
-8.6591e-05,-1.762e-07,6.544e-05,-0.0001449,-7.4523e-06,9.3943e-06,5.3975e-05,0.00011818,0.03997,-0.00010427,-0.00012118,4.7058e-05,9.8286e-07,-4.4574e-05,-7.2657e-06,5.5502e-05,-5.9213e-05,2.6948e-05,-9.891e-05,-4.4374e-05,1.6812e-05,-4.8756e-05,5.0765e-06,1.5588e-05,1.5756e-05,-2.0625e-05,1.6237e-05,2.0242e-05,2.2459e-05,0.00011822,-9.4024e-05,-2.0859e-05,-6.1506e-05,4.736e-05,6.9605e-05,-7.2046e-05,2.5574e-05,-4.2338e-05,2.1632e-05,6.857e-05,5.1009e-06,4.981e-05,-6.3067e-06,1.5354e-05,7.0939e-05,-6.5141e-05,7.9299e-05,0.00012825,-1.0857e-05,-5.9764e-05
-8.1041e-05,0.00017716,9.6948e-06,2.2027e-05,-7.211e-05,-8.1409e-06,1.7702e-05,6.8121e-05,-0.00010427,0.039878,-6.2374e-06,8.2322e-05,-5.3582e-05,-0.00013968,5.6025e-05,-7.2908e-05,7.7653e-05,-6.8105e-05,-6.0032e-05,-2.8994e-05,2.0972e-05,3.1377e-05,0.00012769,4.096e-06,-1.6629e-05,3.7141e-06,-8.8499e-05,5.5132e-05,4.8045e-05,2.1953e-05,4.4261e-06,5.2473e-05,-0.00013242,5.5815e-05,2.5313e-05,-0.00017477,3.5891e-05,-0.00011736,2.0501e-07,1.4158e-05,8.5276e-05,6.9243e-05,-0.00013279,-5.1349e-06,0.00011884,2.4167e-06,4.5104e-05,0.00010885,5.4447e-05,-2.2883e-06
